:START_ID(Student),:END_ID(Course),:TYPE,term,grade,difficulty:int,timeSpent:int,instructionMode,enjoyment:boolean
KB39666,CSFF 200,COMPLETED,Fall2023,C,3,7,Online,false
KB39666,CSJJ 100,COMPLETED,Spring2024,B+,3,6,Hybrid,true
KB39666,BVVV 200,COMPLETED,Spring2024,A,2,4,In-person,true
KB39666,CSDD 200,COMPLETED,Summer2024,A,3,9,In-person,true
KB39666,BTTT 200,COMPLETED,Summer2024,B+,2,3,Online,true
BP07404,CSRR 100,COMPLETED,Fall2021,B,4,4,Online,true
BP07404,CSDD 100,COMPLETED,Fall2021,A,2,5,In-person,true
BP07404,CSLL 100-1,COMPLETED,Spring2022,A,3,8,In-person,true
BP07404,BJJJ 100,COMPLETED,Spring2022,B-,4,6,In-person,false
BP07404,BTTT 200,COMPLETED,Spring2022,C-,2,5,Online,false
BP07404,CSEE 200,COMPLETED,Spring2022,A,2,4,Online,true
BP07404,CSUU 100-3,COMPLETED,Summer2022,B+,4,6,Online,true
BP07404,CSDD 200,COMPLETED,Summer2022,C,3,7,Online,false
BP07404,CSLL 100,COMPLETED,Summer2022,C,3,7,Hybrid,false
BP07404,CSPP 100,COMPLETED,Summer2022,A-,3,5,In-person,true
BP07404,BLLL 100,COMPLETED,Summer2022,A,3,6,In-person,true
BP07404,CSMM 100,COMPLETED,Fall2022,C+,2,4,Hybrid,false
BP07404,CSMM 100-8,COMPLETED,Spring2023,A,3,3,In-person,true
BP07404,CSNN 300,COMPLETED,Spring2023,A-,3,11,In-person,true
BP07404,CSNN 100,COMPLETED,Summer2023,A,2,4,In-person,true
BP07404,CSII 200,COMPLETED,Summer2023,A-,2,7,Hybrid,true
BP07404,BIII 100,COMPLETED,Summer2023,B+,4,6,Online,true
BP07404,CSKK 300,COMPLETED,Summer2023,C+,4,10,In-person,false
BP07404,CSAA 100,COMPLETED,Fall2023,B,2,4,In-person,true
BP07404,CSHH 100,COMPLETED,Fall2023,B,3,6,Hybrid,true
BP07404,BAAA 100,COMPLETED,Fall2023,B-,4,6,In-person,false
BP07404,CSUU 100,COMPLETED,Fall2023,A-,3,6,In-person,true
BP07404,BKKK 200,COMPLETED,Fall2023,C+,4,8,In-person,false
BP07404,CSOO 300,COMPLETED,Spring2024,B,3,7,In-person,true
BP07404,BBBB 200,COMPLETED,Spring2024,B+,1,4,Hybrid,true
BP07404,CSCC 300,COMPLETED,Summer2024,B,2,7,Online,true
UR16903,BJJJ 100,COMPLETED,Summer2024,B,4,9,In-person,true
UR16903,BTTT 200,COMPLETED,Summer2024,A-,2,3,In-person,true
UR16903,CSPP 100,COMPLETED,Summer2024,C+,3,6,Online,false
UR16903,BLLL 100,COMPLETED,Summer2024,B,3,5,In-person,true
FI95861,CSNN 100,COMPLETED,Summer2022,C,2,7,Online,false
FI95861,CSUU 100-3,COMPLETED,Summer2022,C,4,8,Online,false
FI95861,CSDD 200,COMPLETED,Fall2022,B-,3,8,Online,false
FI95861,CSSS 300,COMPLETED,Spring2023,B,2,5,Hybrid,true
FI95861,CSPP 100,COMPLETED,Summer2023,B+,3,6,In-person,true
FI95861,CSEE 200,COMPLETED,Summer2023,A-,2,3,In-person,true
FI95861,CSJJ 100,COMPLETED,Fall2023,A,3,5,Hybrid,true
FI95861,CSKK 300,COMPLETED,Spring2024,A,4,11,In-person,true
FI95861,CSLL 100,COMPLETED,Summer2024,B-,3,4,In-person,false
FS62802,CSPP 100,COMPLETED,Spring2023,B+,3,3,In-person,true
FS62802,BVVV 200,COMPLETED,Spring2023,A-,2,5,Online,true
FS62802,CSLL 100,COMPLETED,Summer2023,A,3,6,In-person,true
FS62802,BIII 100,COMPLETED,Summer2023,B,4,6,Online,true
FS62802,CSOO 200,COMPLETED,Fall2023,B,5,7,Online,false
FS62802,CSYY 200-9,COMPLETED,Spring2024,C+,3,8,Hybrid,false
FS62802,CSEE 200,COMPLETED,Summer2024,B,2,3,Online,true
UW27723,CSMM 100-8,COMPLETED,Fall2023,B+,3,5,In-person,true
UW27723,CSYY 200-9,COMPLETED,Spring2024,C-,3,5,Online,false
UW27723,CSRR 100,COMPLETED,Spring2024,A-,4,7,In-person,true
UW27723,CSDD 200,COMPLETED,Summer2024,B,3,9,Online,true
KW55218,CSKK 100,COMPLETED,Spring2024,B-,3,5,Hybrid,false
KW55218,CSOO 200,COMPLETED,Spring2024,A-,5,7,In-person,false
KW55218,BJJJ 100,COMPLETED,Summer2024,B-,4,8,In-person,false
OX66736,CSLL 100,COMPLETED,Fall2023,A-,3,5,In-person,true
OX66736,CSEE 200,COMPLETED,Spring2024,B,2,5,Online,true
OX66736,CSPP 100,COMPLETED,Summer2024,C-,3,3,In-person,false
OX66736,BJJJ 100,COMPLETED,Summer2024,C+,4,8,In-person,false
HH82976,CSLL 100,COMPLETED,Spring2021,A,3,5,Online,true
HH82976,CSAA 100,COMPLETED,Spring2021,B+,2,4,In-person,true
HH82976,CSUU 100-3,COMPLETED,Summer2021,C,4,8,In-person,false
HH82976,BTTT 200,COMPLETED,Summer2021,C+,2,4,In-person,false
HH82976,BUUU 100,COMPLETED,Fall2021,B-,4,4,In-person,false
HH82976,CSFF 200,COMPLETED,Fall2021,C,3,6,In-person,false
HH82976,CSYY 200-9,COMPLETED,Fall2021,B+,3,8,Hybrid,true
HH82976,CSDD 100,COMPLETED,Spring2022,B,2,3,In-person,true
HH82976,CSEE 200,COMPLETED,Summer2022,A,2,4,Online,true
HH82976,BJJJ 100,COMPLETED,Summer2022,B,4,9,In-person,true
HH82976,CSPP 100,COMPLETED,Summer2022,C+,3,4,In-person,false
HH82976,CSDD 200,COMPLETED,Summer2022,B+,3,7,In-person,true
HH82976,BBBB 200,COMPLETED,Fall2022,B+,1,4,Hybrid,true
HH82976,BKKK 200,COMPLETED,Fall2022,A,4,8,Hybrid,true
HH82976,CSHH 100,COMPLETED,Fall2022,B-,3,8,In-person,false
HH82976,BLLL 100,COMPLETED,Spring2023,B,3,8,Online,true
HH82976,CSCC 200,COMPLETED,Spring2023,A-,2,4,In-person,true
HH82976,CSSS 300,COMPLETED,Spring2023,B,2,5,Hybrid,true
HH82976,CSLL 300,COMPLETED,Spring2023,A,3,7,Hybrid,true
HH82976,BVVV 200,COMPLETED,Spring2023,A-,2,4,Online,true
HH82976,BIII 100,COMPLETED,Summer2023,B+,4,7,In-person,true
HH82976,CSYY 200,COMPLETED,Summer2023,B-,3,6,In-person,false
HH82976,CSMM 300,COMPLETED,Fall2023,B,3,5,In-person,true
HH82976,CSRR 100,COMPLETED,Fall2023,A,4,6,Online,true
HH82976,CSNN 100,COMPLETED,Fall2023,B+,2,6,In-person,true
HH82976,CSLL 100-1,COMPLETED,Fall2023,C-,3,6,In-person,false
HH82976,CSNN 300,COMPLETED,Spring2024,B+,3,7,In-person,true
HH82976,CSTT 300-2,COMPLETED,Spring2024,B+,3,8,In-person,true
HH82976,BXXX 100,COMPLETED,Spring2024,B+,3,6,In-person,true
HH82976,CSCC 300,COMPLETED,Summer2024,B-,2,4,In-person,false
HH82976,CSII 200,COMPLETED,Summer2024,C+,2,4,In-person,false
HH82976,CSKK 300,COMPLETED,Summer2024,C+,4,7,In-person,false
HH82976,BPPP 300,COMPLETED,Summer2024,A,3,10,Hybrid,true
EM20654,CSDD 200,COMPLETED,Summer2024,D,3,9,Online,false
CD89939,CSDD 100,COMPLETED,Spring2023,C-,2,4,In-person,false
CD89939,CSFF 200,COMPLETED,Spring2023,C+,3,8,Online,false
CD89939,CSJJ 100,COMPLETED,Spring2023,B-,3,4,In-person,false
CD89939,CSPP 300,COMPLETED,Summer2023,D,2,5,Hybrid,false
CD89939,CSEE 200,COMPLETED,Summer2023,F,2,5,In-person,false
CD89939,CSPP 100,COMPLETED,Summer2023,C-,3,4,Online,false
CD89939,CSUU 100,COMPLETED,Fall2023,C+,3,5,In-person,false
CD89939,BLLL 100,COMPLETED,Fall2023,C,3,7,In-person,false
CD89939,BAAA 200,COMPLETED,Fall2023,B-,3,5,Online,false
CD89939,CSOO 200,COMPLETED,Fall2023,A,5,12,In-person,false
CD89939,CSDD 200,COMPLETED,Fall2023,A-,3,9,Online,true
CD89939,CSPP 200-1,COMPLETED,Spring2024,B-,1,4,Hybrid,false
CD89939,BXXX 100,COMPLETED,Spring2024,B+,3,6,In-person,true
CD89939,BPPP 100,COMPLETED,Spring2024,D,4,5,In-person,false
CD89939,BIII 100,COMPLETED,Summer2024,B,4,6,Online,true
CD89939,BOOO 200,COMPLETED,Summer2024,A,2,7,In-person,true
CD89939,BTTT 200,COMPLETED,Summer2024,B,2,3,Online,true
CD89939,CSUU 100-3,COMPLETED,Summer2024,B,4,5,In-person,true
EA91795,BJJJ 100,COMPLETED,Spring2024,B-,4,8,In-person,false
EA91795,CSJJ 100,COMPLETED,Spring2024,A-,3,6,In-person,true
EA91795,CSDD 200,COMPLETED,Summer2024,C,3,9,In-person,false
EA91795,CSUU 100-3,COMPLETED,Summer2024,C,4,7,In-person,false
EA91795,BTTT 200,COMPLETED,Summer2024,C,2,6,In-person,false
YY03781,BXXX 100,COMPLETED,Spring2023,C-,3,6,In-person,false
YY03781,CSMM 100,COMPLETED,Spring2023,B+,2,3,Hybrid,true
YY03781,CSPP 100,COMPLETED,Summer2023,C+,3,4,Online,false
YY03781,CSOO 200,COMPLETED,Fall2023,A,5,8,Online,false
YY03781,CSKK 300,COMPLETED,Spring2024,C,4,7,Online,false
YY03781,CSUU 100-3,COMPLETED,Summer2024,A-,4,5,Online,true
YY03781,BLLL 100,COMPLETED,Summer2024,C-,3,8,In-person,false
UG02565,BTTT 200,COMPLETED,Summer2024,B,2,6,Online,true
UG02565,BLLL 100,COMPLETED,Summer2024,B-,3,6,Online,false
MX25307,BJJJ 100,COMPLETED,Summer2021,B+,4,7,In-person,true
MX25307,CSUU 100-3,COMPLETED,Summer2021,A-,4,7,Hybrid,true
MX25307,CSLL 100,COMPLETED,Summer2021,B+,3,5,Online,true
MX25307,CSJJ 100,COMPLETED,Fall2021,A,3,6,In-person,true
MX25307,CSMM 100,COMPLETED,Fall2021,B-,2,6,Hybrid,false
MX25307,BLLL 100,COMPLETED,Spring2022,A-,3,6,Hybrid,true
MX25307,CSEE 200,COMPLETED,Summer2022,A-,2,6,In-person,true
MX25307,BPPP 100,COMPLETED,Fall2022,C+,4,5,Online,false
MX25307,CSKK 100,COMPLETED,Fall2022,B,3,4,In-person,true
MX25307,BTTT 200,COMPLETED,Spring2023,A,2,5,In-person,true
MX25307,BCCC 200,COMPLETED,Spring2023,A-,1,6,In-person,true
MX25307,BOOO 200,COMPLETED,Summer2023,B+,2,4,Online,true
MX25307,CSNN 100,COMPLETED,Summer2023,B+,2,4,In-person,true
MX25307,BXXX 100,COMPLETED,Fall2023,B,3,8,In-person,true
MX25307,CSMM 100-1,COMPLETED,Fall2023,B,3,4,In-person,true
MX25307,CSDD 200,COMPLETED,Fall2023,C+,3,6,In-person,false
MX25307,CSSS 300,COMPLETED,Spring2024,B+,2,4,In-person,true
MX25307,CSPP 300,COMPLETED,Summer2024,B-,2,5,In-person,false
BU57123,CSMM 100,COMPLETED,Fall2021,C+,2,4,In-person,false
BU57123,BJJJ 100,COMPLETED,Spring2022,A-,4,5,In-person,true
BU57123,BTTT 200,COMPLETED,Summer2022,C,2,3,In-person,false
BU57123,BWWW 200,COMPLETED,Fall2022,D+,2,5,In-person,false
BU57123,CSOO 200,COMPLETED,Spring2023,A-,5,8,Online,false
BU57123,CSDD 200,COMPLETED,Summer2023,B-,3,6,In-person,false
BU57123,CSPP 200-1,COMPLETED,Fall2023,B-,1,3,Hybrid,false
BU57123,CSFF 200,COMPLETED,Fall2023,C+,3,8,Online,false
BU57123,CSLL 100-1,COMPLETED,Spring2024,B+,3,9,In-person,true
BU57123,BLLL 100,COMPLETED,Summer2024,C-,3,9,Online,false
KI35024,CSYY 200-9,COMPLETED,Spring2023,B-,3,10,Online,false
KI35024,BIII 100,COMPLETED,Spring2023,A-,4,4,In-person,true
KI35024,CSDD 200,COMPLETED,Summer2023,B+,3,9,Online,true
KI35024,CSOO 200,COMPLETED,Fall2023,B,5,7,Online,false
KI35024,BPPP 300,COMPLETED,Spring2024,C+,3,6,Hybrid,false
KI35024,CSEE 200,COMPLETED,Summer2024,A,2,3,Online,true
PU44401,CSKK 100,COMPLETED,Fall2023,D+,3,6,Hybrid,false
PU44401,CSNN 100,COMPLETED,Fall2023,B+,2,7,In-person,true
PU44401,CSDD 200,COMPLETED,Spring2024,C,3,8,Online,false
PU44401,BLLL 100,COMPLETED,Summer2024,B-,3,5,Hybrid,false
PU44401,CSEE 200,COMPLETED,Summer2024,C-,2,5,In-person,false
LR91723,CSMM 100,COMPLETED,Spring2024,A-,2,3,In-person,true
LR91723,CSHH 100,COMPLETED,Spring2024,D,3,6,Hybrid,false
LR91723,CSYY 200,COMPLETED,Summer2024,C+,3,6,In-person,false
BO35367,BUUU 100,COMPLETED,Spring2023,B+,4,7,In-person,true
BO35367,BIII 100,COMPLETED,Spring2023,B,4,7,Online,true
BO35367,BPPP 300,COMPLETED,Summer2023,C+,3,10,In-person,false
BO35367,CSNN 100,COMPLETED,Summer2023,C+,2,4,In-person,false
BO35367,BJJJ 100,COMPLETED,Summer2023,A-,4,10,In-person,true
BO35367,CSAA 100,COMPLETED,Fall2023,B+,2,3,In-person,true
BO35367,BLLL 300,COMPLETED,Fall2023,D+,3,8,Online,false
BO35367,CSYY 200-9,COMPLETED,Spring2024,B+,3,6,In-person,true
BO35367,BBBB 200,COMPLETED,Spring2024,D+,1,5,Hybrid,false
BO35367,CSPP 100,COMPLETED,Summer2024,B,3,5,In-person,true
DP60776,CSDD 200,COMPLETED,Summer2021,B,3,7,In-person,true
DP60776,CSMM 100-1,COMPLETED,Fall2021,A-,3,3,Online,true
DP60776,CSLL 100,COMPLETED,Fall2021,A-,3,5,Online,true
DP60776,CSYY 200-9,COMPLETED,Fall2021,C+,3,8,Hybrid,false
DP60776,BLLL 100,COMPLETED,Fall2021,B+,3,9,In-person,true
DP60776,CSKK 100,COMPLETED,Fall2021,C+,3,6,In-person,false
DP60776,CSHH 100,COMPLETED,Spring2022,A,3,7,Hybrid,true
DP60776,CSPP 100,COMPLETED,Summer2022,B,3,5,Online,true
DP60776,CSNN 100,COMPLETED,Summer2022,A,2,6,Online,true
DP60776,BJJJ 100,COMPLETED,Summer2022,C+,4,7,In-person,false
DP60776,CSOO 200,COMPLETED,Fall2022,C-,5,10,Online,false
DP60776,BUUU 100,COMPLETED,Fall2022,A,4,4,In-person,true
DP60776,CSDD 100,COMPLETED,Fall2022,A-,2,4,In-person,true
DP60776,CSMM 300,COMPLETED,Fall2022,B-,3,8,Online,false
DP60776,BWWW 200,COMPLETED,Spring2023,C+,2,4,In-person,false
DP60776,CSEE 200,COMPLETED,Summer2023,B,2,4,Online,true
DP60776,CSYY 200,COMPLETED,Summer2023,C,3,4,In-person,false
DP60776,CSMM 100,COMPLETED,Fall2023,C,2,6,In-person,false
DP60776,CSHH 300,COMPLETED,Fall2023,C,4,10,In-person,false
DP60776,BVVV 200,COMPLETED,Fall2023,B,2,5,Online,true
DP60776,CSPP 200-1,COMPLETED,Spring2024,A-,1,4,In-person,true
DP60776,CSLL 300,COMPLETED,Spring2024,F,3,8,Hybrid,false
DP60776,BAAA 200,COMPLETED,Spring2024,B+,3,5,In-person,true
DP60776,BTTT 200,COMPLETED,Summer2024,B-,2,4,Online,false
DP60776,BIII 100,COMPLETED,Summer2024,D,4,6,Online,false
DP60776,CSCC 300,COMPLETED,Summer2024,A,2,7,Online,true
RD91980,BAAA 200,COMPLETED,Fall2023,A,3,7,In-person,true
RD91980,BVVV 200,COMPLETED,Spring2024,B-,2,5,In-person,false
RD91980,CSDD 100,COMPLETED,Spring2024,C,2,6,In-person,false
RD91980,BTTT 200,COMPLETED,Summer2024,B+,2,5,Online,true
SF40189,CSYY 200-9,COMPLETED,Fall2023,C-,3,9,Hybrid,false
SF40189,CSKK 100,COMPLETED,Spring2024,A,3,4,In-person,true
SF40189,CSUU 100-3,COMPLETED,Spring2024,A,4,7,In-person,true
SF40189,BLLL 100,COMPLETED,Summer2024,C-,3,8,Online,false
YN12880,BJJJ 100,COMPLETED,Summer2023,A-,4,8,In-person,true
YN12880,CSDD 200,COMPLETED,Summer2023,A,3,9,In-person,true
YN12880,CSLL 100,COMPLETED,Summer2023,A,3,7,In-person,true
YN12880,CSMM 300,COMPLETED,Fall2023,B+,3,5,In-person,true
YN12880,CSLL 100-1,COMPLETED,Fall2023,A,3,5,In-person,true
YN12880,CSSS 300,COMPLETED,Fall2023,B-,2,5,Hybrid,false
YN12880,BTTT 200,COMPLETED,Spring2024,B+,2,3,Online,true
YN12880,BXXX 100,COMPLETED,Spring2024,D,3,8,In-person,false
YN12880,CSFF 200,COMPLETED,Spring2024,A,3,6,In-person,true
YN12880,CSJJ 200,COMPLETED,Spring2024,A-,3,6,In-person,true
YN12880,BLLL 100,COMPLETED,Summer2024,A,3,5,In-person,true
YN12880,CSPP 100,COMPLETED,Summer2024,A,3,5,In-person,true
YN12880,BIII 100,COMPLETED,Summer2024,A-,4,5,Online,true
CB02789,CSFF 200,COMPLETED,Spring2023,C-,3,6,Online,false
CB02789,CSDD 100,COMPLETED,Spring2023,C,2,3,In-person,false
CB02789,BAAA 200,COMPLETED,Spring2023,B+,3,5,Online,true
CB02789,CSUU 100-3,COMPLETED,Summer2023,D+,4,8,Online,false
CB02789,BVVV 200,COMPLETED,Fall2023,B,2,5,Online,true
CB02789,CSMM 100,COMPLETED,Spring2024,C,2,5,In-person,false
CB02789,CSLL 100-1,COMPLETED,Spring2024,C,3,6,In-person,false
CB02789,CSAA 100,COMPLETED,Spring2024,B-,2,3,In-person,false
CB02789,BLLL 100,COMPLETED,Summer2024,C+,3,8,In-person,false
TW08887,CSUU 100,COMPLETED,Spring2024,B,3,5,In-person,true
TW08887,BLLL 100,COMPLETED,Spring2024,A,3,7,In-person,true
TW08887,CSYY 200-9,COMPLETED,Spring2024,A-,3,9,Online,true
TW08887,BJJJ 100,COMPLETED,Summer2024,B-,4,8,In-person,false
TW08887,CSNN 100,COMPLETED,Summer2024,W,2,6,Online,false
TW08887,CSEE 200,COMPLETED,Summer2024,C-,2,5,In-person,false
TX44583,CSOO 200,COMPLETED,Spring2023,B-,5,9,Online,false
TX44583,BTTT 200,COMPLETED,Summer2023,C-,2,6,In-person,false
TX44583,BUUU 100,COMPLETED,Fall2023,A-,4,6,In-person,true
TX44583,CSMM 100-8,COMPLETED,Spring2024,B-,3,4,In-person,false
TX44583,BJJJ 100,COMPLETED,Spring2024,C+,4,6,In-person,false
TX44583,CSEE 200,COMPLETED,Summer2024,A,2,4,Online,true
TX44583,BIII 100,COMPLETED,Summer2024,A,4,7,In-person,true
AF55194,BTTT 200,COMPLETED,Spring2023,A,2,6,In-person,true
AF55194,CSEE 200,COMPLETED,Summer2023,A,2,3,Online,true
AF55194,CSLL 100,COMPLETED,Summer2023,A-,3,6,In-person,true
AF55194,BIII 100,COMPLETED,Fall2023,C,4,7,Online,false
AF55194,CSPP 100,COMPLETED,Spring2024,C-,3,3,Online,false
AF55194,BPPP 300,COMPLETED,Summer2024,C+,3,10,Online,false
TY57974,CSMM 100-1,COMPLETED,Spring2024,D+,3,6,Online,false
TY57974,CSUU 100-3,COMPLETED,Spring2024,B-,4,8,Hybrid,false
TY57974,BJJJ 100,COMPLETED,Summer2024,A-,4,9,In-person,true
TY57974,BLLL 100,COMPLETED,Summer2024,A,3,6,Hybrid,true
TY57974,CSLL 100,COMPLETED,Summer2024,B,3,5,Hybrid,true
TY57974,CSPP 100,COMPLETED,Summer2024,B+,3,5,Online,true
QQ85659,CSEE 200,COMPLETED,Spring2024,A-,2,4,In-person,true
QQ85659,BJJJ 100,COMPLETED,Summer2024,B+,4,8,In-person,true
RF96313,CSYY 200-9,COMPLETED,Spring2024,A-,3,6,Online,true
RF96313,CSUU 100,COMPLETED,Spring2024,C+,3,7,Online,false
RF96313,CSUU 100-3,COMPLETED,Summer2024,D,4,7,Online,false
RF96313,BJJJ 100,COMPLETED,Summer2024,B+,4,7,In-person,true
RF96313,CSDD 200,COMPLETED,Summer2024,A-,3,8,In-person,true
JL77391,CSHH 100,COMPLETED,Spring2023,B+,3,6,Hybrid,true
JL77391,CSNN 100,COMPLETED,Summer2023,A-,2,4,Online,true
JL77391,CSYY 200,COMPLETED,Fall2023,B+,3,6,In-person,true
JL77391,CSLL 100,COMPLETED,Fall2023,C+,3,6,In-person,false
JL77391,CSDD 200,COMPLETED,Fall2023,B+,3,8,Online,true
JL77391,BJJJ 100,COMPLETED,Spring2024,B,4,6,In-person,true
JL77391,CSAA 100,COMPLETED,Spring2024,B-,2,4,In-person,false
JL77391,CSEE 200,COMPLETED,Summer2024,B-,2,5,In-person,false
JL77391,BLLL 100,COMPLETED,Summer2024,B,3,8,Hybrid,true
ZU54217,CSLL 100-1,COMPLETED,Spring2022,W,3,7,In-person,false
ZU54217,BIII 100,COMPLETED,Summer2022,A-,4,5,Online,true
ZU54217,BLLL 100,COMPLETED,Summer2022,D+,3,5,Online,false
ZU54217,CSDD 200,COMPLETED,Summer2022,A,3,9,Online,true
ZU54217,CSLL 100,COMPLETED,Fall2022,A,3,7,In-person,true
ZU54217,BPPP 300,COMPLETED,Fall2022,C,3,6,Hybrid,false
ZU54217,BVVV 200,COMPLETED,Spring2023,C-,2,4,In-person,false
ZU54217,BXXX 100,COMPLETED,Spring2023,B,3,7,In-person,true
ZU54217,CSPP 100,COMPLETED,Summer2023,B+,3,5,In-person,true
ZU54217,CSUU 100-3,COMPLETED,Summer2023,B,4,7,In-person,true
ZU54217,BTTT 200,COMPLETED,Summer2023,A,2,6,In-person,true
ZU54217,BUUU 100,COMPLETED,Fall2023,C+,4,7,In-person,false
ZU54217,BZZZ 200,COMPLETED,Fall2023,B,2,7,Online,true
ZU54217,CSRR 100,COMPLETED,Spring2024,C-,4,6,Online,false
ZU54217,CSNN 100,COMPLETED,Summer2024,B,2,6,In-person,true
SE17537,CSOO 200,COMPLETED,Spring2024,C,5,8,In-person,false
SE17537,CSAA 100,COMPLETED,Spring2024,B,2,4,In-person,true
SE17537,CSKK 100,COMPLETED,Spring2024,D+,3,6,Online,false
SE17537,CSEE 200,COMPLETED,Summer2024,B-,2,3,In-person,false
CF71742,BUUU 100,COMPLETED,Fall2023,B+,4,5,In-person,true
CF71742,CSUU 100-3,COMPLETED,Fall2023,B+,4,7,Hybrid,true
CF71742,CSUU 100,COMPLETED,Fall2023,C,3,7,In-person,false
CF71742,BLLL 300,COMPLETED,Spring2024,B+,3,7,Online,true
CF71742,CSAA 100,COMPLETED,Spring2024,C,2,3,In-person,false
CF71742,BAAA 200,COMPLETED,Spring2024,C+,3,6,Online,false
CF71742,BJJJ 100,COMPLETED,Summer2024,B-,4,9,In-person,false
CF71742,BTTT 200,COMPLETED,Summer2024,B-,2,5,In-person,false
SW17160,CSJJ 100,COMPLETED,Spring2021,C,3,6,Hybrid,false
SW17160,BTTT 200,COMPLETED,Spring2021,C-,2,6,Online,false
SW17160,CSNN 100,COMPLETED,Summer2021,A-,2,5,Online,true
SW17160,CSEE 200,COMPLETED,Summer2021,A-,2,4,Online,true
SW17160,CSLL 100-1,COMPLETED,Fall2021,A-,3,5,In-person,true
SW17160,BPPP 100,COMPLETED,Fall2021,D+,4,6,In-person,false
SW17160,CSAA 100,COMPLETED,Fall2021,B,2,3,In-person,true
SW17160,BLLL 100,COMPLETED,Spring2022,B,3,6,Online,true
SW17160,BJJJ 100,COMPLETED,Summer2022,A-,4,5,In-person,true
SW17160,CSPP 100,COMPLETED,Summer2022,A-,3,6,In-person,true
SW17160,CSKK 300,COMPLETED,Fall2022,A,4,9,Online,true
SW17160,CSKK 100,COMPLETED,Spring2023,B,3,6,Online,true
SW17160,BOOO 200,COMPLETED,Summer2023,A-,2,5,In-person,true
SW17160,BCCC 200-8,COMPLETED,Fall2023,A,3,5,In-person,true
SW17160,CSUU 100,COMPLETED,Fall2023,B+,3,7,In-person,true
SW17160,CSRR 300,COMPLETED,Spring2024,A,5,8,In-person,false
SW17160,CSRR 100,COMPLETED,Spring2024,W,4,7,Online,false
SW17160,BBBB 200,COMPLETED,Spring2024,A-,1,6,Hybrid,true
SW17160,CSUU 100-3,COMPLETED,Summer2024,B+,4,5,Online,true
SW17160,BIII 100,COMPLETED,Summer2024,B-,4,4,In-person,false
LN04100,CSMM 100,COMPLETED,Fall2021,B-,2,3,In-person,false
LN04100,BPPP 100,COMPLETED,Fall2021,A-,4,4,Online,true
LN04100,CSPP 200-1,COMPLETED,Spring2022,B,1,4,Hybrid,true
LN04100,CSUU 100-3,COMPLETED,Spring2022,A-,4,8,In-person,true
LN04100,CSOO 200,COMPLETED,Spring2022,B-,5,9,In-person,false
LN04100,BJJJ 200-2,COMPLETED,Spring2022,C,5,9,Hybrid,false
LN04100,CSDD 200,COMPLETED,Summer2022,C+,3,6,Online,false
LN04100,BLLL 100,COMPLETED,Summer2022,F,3,5,In-person,false
LN04100,CSEE 200,COMPLETED,Summer2022,B+,2,4,In-person,true
LN04100,CSPP 100,COMPLETED,Summer2022,B+,3,6,Online,true
LN04100,CSKK 300,COMPLETED,Fall2022,A,4,9,Online,true
LN04100,BXXX 100,COMPLETED,Spring2023,C,3,5,In-person,false
LN04100,BOOO 200,COMPLETED,Spring2023,C,2,6,Online,false
LN04100,BCCC 200,COMPLETED,Spring2023,A,1,3,In-person,true
LN04100,BTTT 200,COMPLETED,Summer2023,A,2,3,Online,true
LN04100,CSLL 100,COMPLETED,Summer2023,C-,3,6,In-person,false
LN04100,CSNN 100,COMPLETED,Summer2023,A,2,6,In-person,true
LN04100,BIII 100,COMPLETED,Summer2023,C+,4,7,In-person,false
LN04100,BAAA 100,COMPLETED,Fall2023,A-,4,5,In-person,true
LN04100,CSFF 200,COMPLETED,Fall2023,B,3,5,In-person,true
LN04100,CSFF 300,COMPLETED,Spring2024,A-,3,5,In-person,true
LN04100,BJJJ 100,COMPLETED,Summer2024,A,4,8,In-person,true
LN04100,CSCC 300,COMPLETED,Summer2024,A,2,5,In-person,true
LN04100,BPPP 300,COMPLETED,Summer2024,A,3,8,Hybrid,true
ZV85696,CSLL 100,COMPLETED,Summer2023,A,3,7,In-person,true
ZV85696,BJJJ 100,COMPLETED,Summer2023,B,4,5,In-person,true
ZV85696,BIII 100,COMPLETED,Summer2023,B+,4,5,Online,true
ZV85696,CSNN 100,COMPLETED,Summer2023,F,2,6,Online,false
ZV85696,CSCC 300,COMPLETED,Fall2023,C+,2,7,Online,false
ZV85696,CSHH 100,COMPLETED,Fall2023,B+,3,5,In-person,true
ZV85696,BXXX 100,COMPLETED,Fall2023,B+,3,5,In-person,true
ZV85696,CSUU 100-3,COMPLETED,Fall2023,B,4,8,Online,true
ZV85696,CSMM 100-1,COMPLETED,Fall2023,D,3,4,Online,false
ZV85696,BAAA 200,COMPLETED,Spring2024,A,3,5,In-person,true
ZV85696,CSUU 100,COMPLETED,Spring2024,C,3,6,Online,false
ZV85696,CSRR 100,COMPLETED,Spring2024,A,4,6,In-person,true
ZV85696,CSDD 200,COMPLETED,Summer2024,B,3,8,Online,true
ZV85696,CSYY 200,COMPLETED,Summer2024,C+,3,7,In-person,false
ZV85696,CSEE 200,COMPLETED,Summer2024,A,2,5,Online,true
ZV85696,BTTT 200,COMPLETED,Summer2024,C-,2,6,Online,false
HC47409,CSJJ 100,COMPLETED,Spring2021,B,3,6,In-person,true
HC47409,BTTT 200,COMPLETED,Summer2021,B-,2,4,In-person,false
HC47409,CSUU 100-3,COMPLETED,Summer2021,B,4,6,In-person,true
