:START_ID(Student),:END_ID(Course),:TYPE,term,grade,difficulty:int,timeSpent:int,instructionMode,enjoyment:boolean
NX90855,CSEE 200,COMPLETED,Spring2024,C+,4,5,In-person,false
NX90855,CSVV 100,COMPLETED,Summer2024,B-,3,7,Hybrid,false
OC03480,BBBB 100-3,COMPLETED,Summer2023,B,3,5,In-person,true
OC03480,CSNN 100,COMPLETED,Summer2023,A-,4,6,In-person,true
OC03480,CSYY 200-1,COMPLETED,Fall2023,A,2,7,In-person,true
OC03480,BBBB 100,COMPLETED,Fall2023,D+,2,7,Hybrid,false
OC03480,CSZZ 100,COMPLETED,Spring2024,B-,2,7,Online,false
OC03480,CSRR 300-6-7,COMPLETED,Spring2024,A-,4,10,Hybrid,true
OC03480,CSKK 200-4,COMPLETED,Spring2024,C-,4,7,In-person,false
OC03480,CSDD 200,COMPLETED,Summer2024,B,3,8,In-person,true
OC03480,BFFF 100-4-1,COMPLETED,Summer2024,A,3,7,Online,true
OC03480,CSMM 100,COMPLETED,Summer2024,A-,2,6,In-person,true
VQ63608,BFFF 100,COMPLETED,Summer2024,B+,3,6,Hybrid,true
HL33920,CSYY 200-1,COMPLETED,Spring2023,A,2,5,In-person,true
HL33920,BLLL 100,COMPLETED,Spring2023,B-,3,6,In-person,false
HL33920,BXXX 200,COMPLETED,Spring2023,A,5,12,In-person,false
HL33920,CSYY 200,COMPLETED,Summer2023,B-,3,6,Online,false
HL33920,BUUU 100,COMPLETED,Summer2023,B-,3,4,Online,false
HL33920,BBBB 100-3,COMPLETED,Fall2023,B-,3,6,Online,false
HL33920,CSII 200,COMPLETED,Spring2024,B+,4,5,In-person,true
HL33920,BQQQ 200,COMPLETED,Summer2024,B-,4,6,In-person,false
HL33920,BFFF 100-4-1,COMPLETED,Summer2024,D,3,5,Hybrid,false
DB17186,CSYY 200-1,COMPLETED,Spring2024,B,2,5,In-person,true
DB17186,CSVV 100,COMPLETED,Spring2024,A-,3,8,In-person,true
DB17186,CSDD 200,COMPLETED,Spring2024,B+,3,7,Online,true
DB17186,BFFF 100-4,COMPLETED,Summer2024,C-,2,2,In-person,false
DB17186,BUUU 100,COMPLETED,Summer2024,F,3,3,In-person,false
WD22720,CSKK 200,COMPLETED,Fall2022,D+,4,11,In-person,false
WD22720,BLLL 100,COMPLETED,Fall2022,B-,3,7,In-person,false
WD22720,CSJJ 100-4,COMPLETED,Spring2023,A-,4,6,In-person,true
WD22720,CSYY 200,COMPLETED,Spring2023,B,3,5,In-person,true
WD22720,BFFF 100-4-1,COMPLETED,Summer2023,B-,3,6,Hybrid,false
WD22720,CSKK 200-4,COMPLETED,Summer2023,F,4,5,In-person,false
WD22720,BBBB 100-3,COMPLETED,Summer2023,C+,3,7,In-person,false
WD22720,BNNN 200,COMPLETED,Fall2023,A,3,6,Hybrid,true
WD22720,CSXX 100,COMPLETED,Fall2023,D+,3,4,Online,false
WD22720,BHHH 100,COMPLETED,Spring2024,C-,2,6,In-person,false
WD22720,CSEE 200,COMPLETED,Spring2024,B+,4,5,In-person,true
WD22720,BFFF 100-4,COMPLETED,Summer2024,B-,2,4,In-person,false
WD22720,BUUU 100,COMPLETED,Summer2024,C+,3,5,In-person,false
JZ42568,BMMM 200,COMPLETED,Spring2021,A,2,6,In-person,true
JZ42568,BFFF 100-4-1,COMPLETED,Summer2021,C+,3,6,Hybrid,false
JZ42568,CSKK 200-4,COMPLETED,Summer2021,C,4,6,In-person,false
JZ42568,BFFF 100,COMPLETED,Fall2021,A-,3,6,In-person,true
JZ42568,BBBB 100-3,COMPLETED,Fall2021,C+,3,4,In-person,false
JZ42568,CSNN 100,COMPLETED,Fall2021,A,4,6,In-person,true
JZ42568,CSOO 100,COMPLETED,Spring2022,B+,4,6,In-person,true
JZ42568,CSXX 100,COMPLETED,Spring2022,B+,3,6,In-person,true
JZ42568,CSAA 200,COMPLETED,Summer2022,B,3,6,In-person,true
JZ42568,CSMM 100,COMPLETED,Summer2022,A-,2,6,In-person,true
JZ42568,CSUU 200,COMPLETED,Summer2022,B+,3,5,Online,true
JZ42568,BBBB 200-9,COMPLETED,Summer2022,B+,3,7,In-person,true
JZ42568,CSYY 200,COMPLETED,Summer2022,B+,3,7,Hybrid,true
JZ42568,BXXX 200,COMPLETED,Fall2022,A-,5,8,In-person,false
JZ42568,CSDD 200,COMPLETED,Fall2022,A-,3,9,In-person,true
JZ42568,BEEE 200,COMPLETED,Fall2022,B,3,7,Online,true
JZ42568,BGGG 300-1,COMPLETED,Spring2023,A-,2,8,Hybrid,true
JZ42568,CSGG 300-8,COMPLETED,Summer2023,A,2,7,Online,true
JZ42568,BUUU 100,COMPLETED,Summer2023,A-,3,5,In-person,true
JZ42568,CSRR 300-6-7,COMPLETED,Fall2023,B+,4,10,Hybrid,true
JZ42568,BKKK 300,COMPLETED,Fall2023,C+,3,8,In-person,false
JZ42568,CSII 200,COMPLETED,Fall2023,A-,4,6,In-person,true
JZ42568,BRRR 300-8,COMPLETED,Fall2023,C,3,11,Online,false
JZ42568,BJJJ 300,COMPLETED,Fall2023,B,2,6,In-person,true
JZ42568,BQQQ 200,COMPLETED,Spring2024,C-,4,6,In-person,false
JZ42568,BOOO 200-2,COMPLETED,Spring2024,A,3,6,Online,true
JZ42568,BQQQ 300,COMPLETED,Spring2024,C+,5,6,In-person,false
JZ42568,BPPP 400,COMPLETED,Spring2024,D+,2,8,In-person,false
JZ42568,BFFF 100-4,COMPLETED,Summer2024,A-,2,4,In-person,true
JZ42568,CSVV 100,COMPLETED,Summer2024,B+,3,6,Hybrid,true
JZ42568,CSRR 400,COMPLETED,Summer2024,A-,2,10,In-person,true
HF53129,BBBB 100,COMPLETED,Spring2021,D+,2,7,In-person,false
HF53129,CSVV 100,COMPLETED,Summer2021,A-,3,7,Online,true
HF53129,BFFF 100-4,COMPLETED,Summer2021,A-,2,4,In-person,true
HF53129,CSYY 200,COMPLETED,Summer2021,A,3,5,In-person,true
HF53129,CSEE 200,COMPLETED,Fall2021,C,4,4,In-person,false
HF53129,CSNN 100,COMPLETED,Fall2021,A-,4,5,Online,true
HF53129,BEEE 100,COMPLETED,Fall2021,D+,3,4,Online,false
HF53129,BFFF 100-4-1,COMPLETED,Spring2022,A,3,6,In-person,true
HF53129,BUUU 100,COMPLETED,Spring2022,C+,3,5,Online,false
HF53129,BSSS 100,COMPLETED,Spring2022,B+,2,3,Hybrid,true
HF53129,BFFF 100,COMPLETED,Summer2022,B+,3,3,Online,true
HF53129,CSKK 200-4,COMPLETED,Summer2022,A,4,10,In-person,true
HF53129,BMMM 200,COMPLETED,Summer2022,C-,2,5,In-person,false
HF53129,CSRR 300-6-7,COMPLETED,Fall2022,A,4,9,Hybrid,true
HF53129,BXXX 200,COMPLETED,Fall2022,C,5,7,Hybrid,false
HF53129,CSAA 300-4,COMPLETED,Fall2022,B,4,7,In-person,true
HF53129,CSZZ 100,COMPLETED,Spring2023,C,2,7,Online,false
HF53129,CSJJ 100,COMPLETED,Spring2023,A-,2,6,Online,true
HF53129,CSDD 200,COMPLETED,Summer2023,A,3,9,Online,true
HF53129,CSRR 400,COMPLETED,Summer2023,B-,2,7,Hybrid,false
HF53129,CSMM 100,COMPLETED,Summer2023,C+,2,6,In-person,false
HF53129,BBBB 100-3,COMPLETED,Fall2023,B,3,6,In-person,true
HF53129,BSSS 300,COMPLETED,Fall2023,A-,3,5,In-person,true
HF53129,CSKK 200,COMPLETED,Fall2023,B,4,10,In-person,true
HF53129,CSII 200,COMPLETED,Spring2024,C,4,5,In-person,false
HF53129,BQQQ 200,COMPLETED,Summer2024,C+,4,7,In-person,false
HF53129,BBBB 200-9,COMPLETED,Summer2024,A-,3,5,Online,true
TG23068,BSSS 100,COMPLETED,Spring2024,C+,2,4,In-person,false
TG23068,CSXX 100,COMPLETED,Spring2024,A-,3,6,In-person,true
TG23068,CSVV 100,COMPLETED,Summer2024,A-,3,5,In-person,true
TG23068,BFFF 100-4-1,COMPLETED,Summer2024,C,3,6,In-person,false
EH32394,CSYY 200,COMPLETED,Summer2022,C,3,6,Online,false
EH32394,BFFF 100,COMPLETED,Summer2022,C,3,6,Hybrid,false
EH32394,BUUU 100,COMPLETED,Summer2022,A-,3,3,In-person,true
EH32394,CSZZ 100,COMPLETED,Fall2022,A-,2,6,In-person,true
EH32394,CSKK 200,COMPLETED,Fall2022,C-,4,11,In-person,false
EH32394,BNNN 200-7,COMPLETED,Spring2023,C+,5,12,In-person,false
EH32394,CSXX 100,COMPLETED,Spring2023,D+,3,5,In-person,false
EH32394,CSOO 100,COMPLETED,Spring2023,A-,4,6,In-person,true
EH32394,CSAA 200,COMPLETED,Summer2023,B+,3,5,In-person,true
EH32394,BEEE 200,COMPLETED,Summer2023,C+,3,5,In-person,false
EH32394,CSMM 100,COMPLETED,Summer2023,C,2,6,In-person,false
EH32394,CSGG 300-8,COMPLETED,Fall2023,B,2,8,In-person,true
EH32394,BOOO 200-2,COMPLETED,Fall2023,B+,3,7,Online,true
EH32394,CSCC 300,COMPLETED,Spring2024,C+,2,8,Online,false
EH32394,CSJJ 100-4,COMPLETED,Spring2024,A-,4,8,In-person,true
EH32394,BFFF 100-4-1,COMPLETED,Spring2024,B-,3,7,In-person,false
EH32394,CSDD 200,COMPLETED,Summer2024,B,3,7,In-person,true
EH32394,BBBB 200-9,COMPLETED,Summer2024,B+,3,7,In-person,true
EH32394,CSNN 100,COMPLETED,Summer2024,C+,4,5,In-person,false
FE39595,BFFF 100,COMPLETED,Summer2024,B+,3,3,Hybrid,true
FE39595,CSVV 100,COMPLETED,Summer2024,D+,3,7,Online,false
FE39595,BMMM 200,COMPLETED,Summer2024,A-,2,6,Online,true
FE39595,BFFF 100-4,COMPLETED,Summer2024,B,2,3,In-person,true
PT39830,BHHH 100,COMPLETED,Spring2021,A-,2,5,In-person,true
PT39830,CSKK 200-4,COMPLETED,Spring2021,C+,4,8,In-person,false
PT39830,CSDD 200,COMPLETED,Summer2021,B+,3,10,In-person,true
PT39830,BFFF 100,COMPLETED,Fall2021,B-,3,5,In-person,false
PT39830,BBBB 100,COMPLETED,Spring2022,B-,2,5,In-person,false
PT39830,BUUU 100,COMPLETED,Summer2022,A,3,5,In-person,true
PT39830,BFFF 100-4,COMPLETED,Summer2022,A,2,2,In-person,true
PT39830,CSZZ 100,COMPLETED,Fall2022,A-,2,7,Hybrid,true
PT39830,BYYY 200,COMPLETED,Fall2022,A-,3,9,In-person,true
PT39830,BBBB 200-9,COMPLETED,Spring2023,B+,3,4,In-person,true
PT39830,CSNN 100,COMPLETED,Summer2023,W,4,8,Online,false
PT39830,CSJJ 100,COMPLETED,Fall2023,B-,2,5,In-person,false
PT39830,BWWW 200,COMPLETED,Spring2024,B-,3,4,In-person,false
PT39830,CSMM 100,COMPLETED,Summer2024,B+,2,7,In-person,true
PT39830,CSYY 200,COMPLETED,Summer2024,A,3,4,Online,true
ZT52878,CSMM 100,COMPLETED,Fall2021,B-,2,5,In-person,false
ZT52878,BUUU 100,COMPLETED,Fall2021,B+,3,4,Online,true
ZT52878,BOOO 200-2,COMPLETED,Fall2021,B,3,7,Online,true
ZT52878,CSJJ 100-4,COMPLETED,Spring2022,B+,4,7,In-person,true
ZT52878,BNNN 200-7,COMPLETED,Spring2022,B-,5,8,In-person,false
ZT52878,CSII 200,COMPLETED,Spring2022,A,4,8,In-person,true
ZT52878,CSYY 200,COMPLETED,Summer2022,A,3,4,Online,true
ZT52878,BFFF 100-4-1,COMPLETED,Summer2022,B+,3,8,Hybrid,true
ZT52878,CSOO 100,COMPLETED,Fall2022,C+,4,6,In-person,false
ZT52878,CSCC 300,COMPLETED,Spring2023,C+,2,8,Online,false
ZT52878,BSSS 100,COMPLETED,Spring2023,A-,2,3,In-person,true
ZT52878,BBBB 100-3,COMPLETED,Summer2023,B-,3,5,Online,false
ZT52878,CSNN 100,COMPLETED,Fall2023,A,4,8,In-person,true
ZT52878,BWWW 200-2,COMPLETED,Fall2023,A,2,5,In-person,true
ZT52878,CSZZ 200,COMPLETED,Fall2023,B,4,8,In-person,true
ZT52878,BJJJ 300,COMPLETED,Spring2024,A-,2,4,Online,true
ZT52878,BEEE 200,COMPLETED,Spring2024,A-,3,4,Online,true
ZT52878,CSXX 100,COMPLETED,Spring2024,B,3,7,Online,true
ZT52878,CSGG 300-8,COMPLETED,Summer2024,B,2,7,In-person,true
ZT52878,BFFF 100,COMPLETED,Summer2024,B,3,5,Hybrid,true
QX70883,BUUU 100,COMPLETED,Fall2022,C-,3,4,In-person,false
QX70883,CSII 200,COMPLETED,Spring2023,A-,4,6,In-person,true
QX70883,CSYY 200,COMPLETED,Spring2023,B+,3,4,Hybrid,true
QX70883,CSKK 200-4,COMPLETED,Summer2023,C+,4,8,In-person,false
QX70883,BBBB 100-3,COMPLETED,Fall2023,B+,3,5,In-person,true
QX70883,BQQQ 200,COMPLETED,Spring2024,B-,4,5,In-person,false
QX70883,BFFF 100-4-1,COMPLETED,Summer2024,D,3,7,In-person,false
EE38529,BMMM 200,COMPLETED,Summer2023,A-,2,8,In-person,true
EE38529,CSYY 200,COMPLETED,Summer2023,D,3,5,Hybrid,false
EE38529,CSDD 200,COMPLETED,Fall2023,A-,3,5,In-person,true
EE38529,CSJJ 100-4,COMPLETED,Fall2023,D,4,8,In-person,false
EE38529,CSMM 100,COMPLETED,Spring2024,C-,2,7,In-person,false
EE38529,BEEE 200,COMPLETED,Spring2024,C+,3,7,In-person,false
EE38529,BFFF 100-4-1,COMPLETED,Summer2024,C,3,5,Online,false
EE38529,BFFF 100,COMPLETED,Summer2024,C+,3,6,Online,false
IG83530,CSII 200,COMPLETED,Spring2021,B+,4,6,In-person,true
IG83530,CSJJ 100-4,COMPLETED,Spring2021,B,4,5,In-person,true
IG83530,BFFF 100-4,COMPLETED,Summer2021,C-,2,3,In-person,false
IG83530,BEEE 100,COMPLETED,Fall2021,F,3,7,Hybrid,false
IG83530,BOOO 200-2,COMPLETED,Fall2021,B+,3,9,Online,true
IG83530,BSSS 100,COMPLETED,Spring2022,C+,2,3,Hybrid,false
IG83530,CSMM 100,COMPLETED,Spring2022,A,2,4,In-person,true
IG83530,BBBB 100-3,COMPLETED,Summer2022,C+,3,8,Online,false
IG83530,BMMM 200,COMPLETED,Fall2022,A,2,6,In-person,true
IG83530,BEEE 200,COMPLETED,Fall2022,A,3,5,In-person,true
IG83530,CSVV 100,COMPLETED,Spring2023,C+,3,7,Online,false
IG83530,CSKK 200-4,COMPLETED,Spring2023,C,4,6,In-person,false
IG83530,BUUU 100,COMPLETED,Summer2023,B+,3,6,In-person,true
IG83530,BFFF 100-4-1,COMPLETED,Summer2023,D+,3,8,Hybrid,false
IG83530,CSOO 100,COMPLETED,Fall2023,B+,4,5,Online,true
IG83530,CSKK 200,COMPLETED,Fall2023,B,4,8,In-person,true
IG83530,BQQQ 200,COMPLETED,Spring2024,B,4,5,In-person,true
IG83530,CSDD 200,COMPLETED,Spring2024,B,3,6,In-person,true
IG83530,CSYY 200,COMPLETED,Summer2024,D,3,5,In-person,false
IG83530,CSNN 100,COMPLETED,Summer2024,A,4,8,In-person,true
NY16190,CSDD 200,COMPLETED,Spring2021,C+,3,6,In-person,false
NY16190,BFFF 100,COMPLETED,Summer2021,D,3,6,In-person,false
NY16190,CSNN 100,COMPLETED,Summer2021,C,4,7,In-person,false
NY16190,BEEE 200,COMPLETED,Fall2021,C,3,6,Online,false
NY16190,CSYY 200-1,COMPLETED,Fall2021,B,2,5,In-person,true
NY16190,CSII 200,COMPLETED,Fall2021,A-,4,5,In-person,true
NY16190,BUUU 100,COMPLETED,Spring2022,B+,3,3,In-person,true
NY16190,BFFF 100-4,COMPLETED,Spring2022,A,2,2,In-person,true
NY16190,BKKK 300,COMPLETED,Spring2022,B,3,11,In-person,true
NY16190,BFFF 100-4-1,COMPLETED,Summer2022,C+,3,5,Hybrid,false
NY16190,BNNN 200-7,COMPLETED,Fall2022,D+,5,12,In-person,false
NY16190,BLLL 100,COMPLETED,Fall2022,D+,3,8,In-person,false
NY16190,CSYY 200,COMPLETED,Fall2022,B+,3,7,In-person,true
NY16190,CSKK 200,COMPLETED,Fall2022,A,4,9,In-person,true
NY16190,CSKK 300,COMPLETED,Spring2023,C+,3,9,In-person,false
NY16190,CSMM 100,COMPLETED,Spring2023,B,2,7,In-person,true
NY16190,CSVV 100,COMPLETED,Spring2023,B-,3,8,Online,false
NY16190,CSKK 200-4,COMPLETED,Summer2023,B,4,6,In-person,true
NY16190,BEEE 100,COMPLETED,Fall2023,B,3,6,In-person,true
NY16190,BNNN 200,COMPLETED,Fall2023,B+,3,8,Online,true
NY16190,BEEE 300,COMPLETED,Spring2024,A-,2,6,In-person,true
NY16190,BJJJ 300,COMPLETED,Spring2024,A-,2,5,Online,true
NY16190,BBBB 200,COMPLETED,Spring2024,B+,4,6,In-person,true
NY16190,BBBB 200-9,COMPLETED,Summer2024,B,3,6,Online,true
NY16190,BBBB 100-3,COMPLETED,Summer2024,B+,3,8,Online,true
NY16190,BMMM 200,COMPLETED,Summer2024,D+,2,6,In-person,false
NY16190,BFFF 300-2,COMPLETED,Summer2024,A,2,5,In-person,true
QT20931,CSVV 100,COMPLETED,Fall2023,B+,3,8,Online,true
QT20931,BOOO 200-2,COMPLETED,Spring2024,A-,3,7,Online,true
QT20931,CSDD 200,COMPLETED,Summer2024,D+,3,7,Online,false
QT20931,BFFF 100-4-1,COMPLETED,Summer2024,C+,3,6,Hybrid,false
SC46150,CSYY 200,COMPLETED,Spring2023,B+,3,6,Online,true
SC46150,CSDD 200,COMPLETED,Summer2023,B-,3,9,Online,false
SC46150,CSKK 200-4,COMPLETED,Summer2023,A,4,7,In-person,true
SC46150,BMMM 200,COMPLETED,Summer2023,B+,2,6,In-person,true
SC46150,CSII 200,COMPLETED,Fall2023,B+,4,7,In-person,true
SC46150,CSZZ 100,COMPLETED,Fall2023,C+,2,7,Online,false
SC46150,CSOO 100,COMPLETED,Fall2023,A,4,7,Online,true
SC46150,CSEE 200,COMPLETED,Spring2024,A-,4,5,In-person,true
SC46150,BOOO 200-2,COMPLETED,Spring2024,B+,3,10,In-person,true
SC46150,BEEE 200,COMPLETED,Summer2024,B,3,5,Online,true
VR26315,BEEE 200,COMPLETED,Summer2024,A,3,6,Online,true
VR26315,BBBB 100-3,COMPLETED,Summer2024,A-,3,6,Online,true
GG16391,BFFF 100-4-1,COMPLETED,Spring2022,C,3,8,Online,false
GG16391,CSYY 200,COMPLETED,Summer2022,B,3,4,Hybrid,true
GG16391,BUUU 100,COMPLETED,Summer2022,B,3,5,Online,true
GG16391,CSDD 200,COMPLETED,Summer2022,B-,3,10,In-person,false
GG16391,BJJJ 300,COMPLETED,Fall2022,B-,2,6,In-person,false
GG16391,BBBB 100-3,COMPLETED,Spring2023,B,3,6,Online,true
GG16391,BXXX 200,COMPLETED,Spring2023,A-,5,8,Hybrid,false
GG16391,BOOO 200-2,COMPLETED,Spring2023,A-,3,6,Online,true
GG16391,CSVV 100,COMPLETED,Spring2023,D,3,8,Online,false
GG16391,BFFF 100,COMPLETED,Summer2023,A-,3,4,Online,true
GG16391,CSJJ 100,COMPLETED,Fall2023,C,2,4,In-person,false
GG16391,CSII 200,COMPLETED,Fall2023,B+,4,6,In-person,true
GG16391,CSNN 100,COMPLETED,Fall2023,B,4,6,Online,true
GG16391,BWWW 200,COMPLETED,Spring2024,B-,3,8,In-person,false
GG16391,CSMM 100,COMPLETED,Spring2024,C,2,5,In-person,false
GG16391,CSEE 200,COMPLETED,Spring2024,C,4,7,In-person,false
GG16391,CSKK 200-4,COMPLETED,Summer2024,B-,4,9,In-person,false
GG16391,BMMM 200,COMPLETED,Summer2024,B,2,7,In-person,true
CU99187,CSMM 100,COMPLETED,Summer2024,C-,2,5,In-person,false
CU99187,BFFF 100-4,COMPLETED,Summer2024,B,2,3,In-person,true
KR35213,BBBB 100-3,COMPLETED,Fall2021,B-,3,5,In-person,false
KR35213,CSZZ 100,COMPLETED,Fall2021,C,2,7,Online,false
KR35213,CSYY 200-1,COMPLETED,Fall2021,B,2,7,In-person,true
KR35213,BQQQ 200,COMPLETED,Spring2022,B-,4,4,In-person,false
KR35213,CSJJ 100-4,COMPLETED,Spring2022,D+,4,7,In-person,false
KR35213,CSKK 200-4,COMPLETED,Spring2022,B-,4,6,In-person,false
KR35213,BUUU 100,COMPLETED,Spring2022,D+,3,5,In-person,false
KR35213,BEEE 200,COMPLETED,Summer2022,B,3,5,In-person,true
KR35213,CSYY 200,COMPLETED,Summer2022,A-,3,5,In-person,true
KR35213,BFFF 100,COMPLETED,Summer2022,B,3,4,Hybrid,true
KR35213,CSJJ 100,COMPLETED,Fall2022,C,2,3,In-person,false
KR35213,BBBB 100,COMPLETED,Fall2022,B,2,6,Hybrid,true
KR35213,BBBB 200-9,COMPLETED,Fall2022,B,3,5,In-person,true
KR35213,BOOO 200-2,COMPLETED,Spring2023,B,3,5,In-person,true
KR35213,BNNN 200-7,COMPLETED,Spring2023,C+,5,11,In-person,false
KR35213,BFFF 100-4-1,COMPLETED,Summer2023,B,3,9,Online,true
KR35213,BFFF 100-4,COMPLETED,Summer2023,B+,2,4,In-person,true
KR35213,CSNN 100,COMPLETED,Summer2023,C-,4,8,In-person,false
KR35213,CSVV 100,COMPLETED,Summer2023,C+,3,6,Hybrid,false
KR35213,BMMM 200,COMPLETED,Summer2023,D+,2,6,Online,false
KR35213,BQQQ 300,COMPLETED,Fall2023,B-,5,10,In-person,false
KR35213,BJJJ 300,COMPLETED,Fall2023,C-,2,4,Online,false
KR35213,BHHH 100,COMPLETED,Fall2023,D+,2,3,Online,false
KR35213,BLLL 100,COMPLETED,Fall2023,W,3,7,In-person,false
KR35213,CSDD 200,COMPLETED,Fall2023,B+,3,8,Online,true
KR35213,BEEE 100,COMPLETED,Spring2024,A-,3,7,Hybrid,true
KR35213,BRRR 300,COMPLETED,Summer2024,B+,4,6,Online,true
KR35213,BBBB 200,COMPLETED,Summer2024,B-,4,8,Hybrid,false
KR35213,CSMM 100,COMPLETED,Summer2024,B,2,6,In-person,true
KR35213,BNNN 200,COMPLETED,Summer2024,B+,3,6,In-person,true
KR35213,BEEE 300,COMPLETED,Summer2024,C,2,7,In-person,false
SG38138,CSJJ 100,COMPLETED,Fall2023,A,2,5,Online,true
SG38138,CSJJ 100-4,COMPLETED,Fall2023,B+,4,8,In-person,true
SG38138,BFFF 100,COMPLETED,Spring2024,C,3,5,Hybrid,false
SG38138,CSOO 100,COMPLETED,Spring2024,A-,4,7,In-person,true
SG38138,BUUU 100,COMPLETED,Summer2024,B-,3,4,In-person,false
SG38138,CSNN 100,COMPLETED,Summer2024,A-,4,6,In-person,true
HW79751,CSVV 100,COMPLETED,Spring2024,B-,3,5,In-person,false
HW79751,CSJJ 100-4,COMPLETED,Spring2024,A-,4,5,In-person,true
HW79751,CSOO 100,COMPLETED,Spring2024,B,4,6,Online,true
HW79751,BFFF 100,COMPLETED,Summer2024,B,3,6,In-person,true
HW79751,CSMM 100,COMPLETED,Summer2024,B+,2,7,In-person,true
YD32426,BHHH 100,COMPLETED,Spring2022,C-,2,4,In-person,false
YD32426,CSMM 100,COMPLETED,Spring2022,B,2,6,In-person,true
YD32426,CSKK 200,COMPLETED,Spring2022,A,4,9,In-person,true
YD32426,BBBB 100-3,COMPLETED,Summer2022,B+,3,5,Online,true
YD32426,BQQQ 200,COMPLETED,Fall2022,B+,4,8,In-person,true
YD32426,CSNN 100,COMPLETED,Fall2022,A,4,7,In-person,true
YD32426,BXXX 200,COMPLETED,Fall2022,A,5,12,Hybrid,false
YD32426,BBBB 100,COMPLETED,Spring2023,B,2,6,In-person,true
YD32426,BFFF 100-4,COMPLETED,Spring2023,A-,2,5,In-person,true
YD32426,CSXX 100,COMPLETED,Spring2023,A-,3,7,Online,true
YD32426,BUUU 100,COMPLETED,Summer2023,A,3,4,In-person,true
YD32426,BYYY 200,COMPLETED,Fall2023,C+,3,5,In-person,false
YD32426,CSYY 200-1,COMPLETED,Spring2024,C,2,8,In-person,false
YD32426,BNNN 200-7,COMPLETED,Spring2024,B-,5,11,In-person,false
YD32426,BEEE 100,COMPLETED,Spring2024,C-,3,7,Hybrid,false
YD32426,CSGG 300-8,COMPLETED,Summer2024,B-,2,6,In-person,false
WK02572,CSKK 200-4,COMPLETED,Summer2024,C+,4,8,In-person,false
QY70161,BXXX 200,COMPLETED,Spring2023,B,5,11,Hybrid,false
QY70161,BEEE 100,COMPLETED,Spring2023,D+,3,9,In-person,false
QY70161,BMMM 200,COMPLETED,Summer2023,C+,2,7,Online,false
QY70161,CSVV 100,COMPLETED,Summer2023,A-,3,6,Online,true
QY70161,CSOO 100,COMPLETED,Fall2023,B,4,4,Online,true
QY70161,CSYY 200,COMPLETED,Fall2023,B,3,7,In-person,true
QY70161,CSYY 200-1,COMPLETED,Spring2024,A,2,8,In-person,true
QY70161,BWWW 200,COMPLETED,Spring2024,B,3,7,In-person,true
QY70161,CSMM 100,COMPLETED,Summer2024,C,2,6,In-person,false
JG25721,BFFF 100,COMPLETED,Spring2023,F,3,4,Hybrid,false
JG25721,BBBB 200-9,COMPLETED,Summer2023,B-,3,7,In-person,false
JG25721,BFFF 100-4,COMPLETED,Summer2023,A-,2,4,In-person,true
JG25721,CSYY 200-1,COMPLETED,Fall2023,C,2,7,In-person,false
JG25721,CSVV 100,COMPLETED,Fall2023,C+,3,6,In-person,false
JG25721,CSKK 200-4,COMPLETED,Fall2023,A,4,8,In-person,true
JG25721,BEEE 100,COMPLETED,Spring2024,B,3,6,In-person,true
JG25721,BSSS 100,COMPLETED,Spring2024,C+,2,3,In-person,false
JG25721,BUUU 100,COMPLETED,Summer2024,B+,3,6,In-person,true
JG25721,CSDD 200,COMPLETED,Summer2024,C-,3,5,Online,false
JG25721,CSMM 100,COMPLETED,Summer2024,C,2,6,In-person,false
JG25721,BMMM 200,COMPLETED,Summer2024,A,2,5,In-person,true
MN68352,BHHH 100,COMPLETED,Fall2023,C,2,5,In-person,false
MN68352,CSXX 100,COMPLETED,Fall2023,A,3,5,Online,true
MN68352,BFFF 100-4,COMPLETED,Fall2023,B,2,3,In-person,true
MN68352,BTTT 300,COMPLETED,Spring2024,A-,1,6,In-person,true
MN68352,CSNN 100,COMPLETED,Spring2024,A-,4,7,Online,true
MN68352,CSMM 100,COMPLETED,Summer2024,A-,2,5,In-person,true
MN68352,CSVV 100,COMPLETED,Summer2024,B+,3,6,In-person,true
CM83030,CSYY 200,COMPLETED,Summer2022,A-,3,6,Online,true
CM83030,CSVV 100,COMPLETED,Summer2022,A-,3,6,Hybrid,true
CM83030,BUUU 100,COMPLETED,Summer2022,A-,3,3,In-person,true
CM83030,BMMM 200,COMPLETED,Fall2022,C-,2,8,In-person,false
CM83030,BBBB 100,COMPLETED,Fall2022,A,2,6,In-person,true
CM83030,BFFF 100-4,COMPLETED,Fall2022,A-,2,4,In-person,true
CM83030,CSKK 200-4,COMPLETED,Spring2023,C+,4,5,In-person,false
CM83030,BFFF 100-4-1,COMPLETED,Spring2023,B,3,8,Hybrid,true
CM83030,BEEE 200,COMPLETED,Spring2023,A-,3,5,In-person,true
CM83030,BFFF 100,COMPLETED,Spring2023,B+,3,5,Online,true
CM83030,CSII 200,COMPLETED,Spring2023,A,4,5,In-person,true
CM83030,CSMM 100,COMPLETED,Summer2023,C+,2,6,In-person,false
CM83030,CSDD 200,COMPLETED,Summer2023,A,3,9,In-person,true
CM83030,CSNN 100,COMPLETED,Summer2023,A,4,9,Online,true
CM83030,BBBB 200-9,COMPLETED,Summer2023,C+,3,5,Online,false
CM83030,BBBB 100-3,COMPLETED,Summer2023,B,3,5,In-person,true
